Ticker,Year,Industry,index,Close,Open,High,Low,Volume,Month,Day,Company,Daily_range,Net_change,Percentage_change,Log_Close,Log_Daily_range,Winsorized_Close,Winsorized_Daily_range,Forecast_Close_Automotive,Forecast_Close_E-commerce,Forecast_Close_Entertainment,Forecast_Close_Finance,Forecast_Close_Healthcare,Forecast_Close_Retail,Forecast_Close_Semiconductors,Forecast_Close_Technology,Forecast_Close_Telecommunications
NVDA,2017,Semiconductors,150,4.24,4.05,4.36,3.82,14728208560,8,1,NVIDIA CORPORATION,0.54,0.19,4.691358025,1.656321498,0.431782416,5.18,0.63,,,,,,,,,
NVDA,2017,Semiconductors,151,4.47,4.25,4.78,4.07,14448660760,9,1,NVIDIA CORPORATION,0.71,0.22,5.176470588,1.699278616,0.536493371,5.18,0.71,,,,,,,,,
NVDA,2017,Semiconductors,152,5.17,4.52,5.2,4.43,11422658920,10,1,NVIDIA CORPORATION,0.77,0.65,14.38053097,1.819698838,0.570979547,5.18,0.77,,,,,,,,,
NVDA,2017,Semiconductors,153,5.02,5.23,5.47,4.78,11830900040,11,1,NVIDIA CORPORATION,0.69,-0.21,-4.015296367,1.795087259,0.524728529,5.18,0.69,,,,,,,,,
NVDA,2017,Semiconductors,154,4.84,4.98,5.01,4.51,10112216200,12,1,NVIDIA CORPORATION,0.5,-0.14,-2.81124498,1.764730797,0.405465108,5.18,0.63,,,,,,,,,
NVDA,2018,Semiconductors,156,6.05,5.96,6.3,5.1,14915535520,2,1,NVIDIA CORPORATION,1.2,0.09,1.510067114,1.953027617,0.78845736,6.05,1.2,,,,,,,,,
NVDA,2018,Semiconductors,157,5.79,6.05,6.36,5.43,14118450520,3,1,NVIDIA CORPORATION,0.93,-0.26,-4.297520661,1.915450942,0.657520003,5.79,0.93,,,,,,,,,
NVDA,2018,Semiconductors,158,5.62,5.72,5.98,5.26,11145189240,4,1,NVIDIA CORPORATION,0.72,-0.1,-1.748251748,1.89009537,0.542324291,5.62,0.72,,,,,,,,,
NVDA,2018,Semiconductors,159,6.3,5.61,6.51,5.56,11978244520,5,1,NVIDIA CORPORATION,0.95,0.69,12.29946524,1.987874348,0.667829373,6.3,0.95,,,,,,,,,
NVDA,2018,Semiconductors,160,5.92,6.35,6.73,5.88,8785539920,6,1,NVIDIA CORPORATION,0.85,-0.43,-6.771653543,1.93441577,0.615185639,5.92,0.85,,,,,,,,,
NVDA,2018,Semiconductors,161,6.12,5.85,6.42,5.83,6323267480,7,1,NVIDIA CORPORATION,0.59,0.27,4.615384615,1.962907725,0.463734016,6.12,0.63,,,,,,,,,
NVDA,2018,Semiconductors,162,7.02,6.15,7.04,5.97,10916918240,8,1,NVIDIA CORPORATION,1.07,0.87,14.14634146,2.081938422,0.727548607,7.02,1.07,,,,,,,,,
NVDA,2018,Semiconductors,163,7.03,7,7.13,6.47,6340195920,9,1,NVIDIA CORPORATION,0.66,0.03,0.428571429,2.083184528,0.506817602,7.03,0.66,,,,,,,,,
NVDA,2019,Semiconductors,167,3.59,3.27,4.02,3.19,16863935880,1,1,NVIDIA CORPORATION,0.83,0.32,9.785932722,1.523880024,0.604315967,5.18,0.83,,,,,,,,,
NVDA,2019,Semiconductors,168,3.86,3.61,4.13,3.56,11437560320,2,1,NVIDIA CORPORATION,0.57,0.25,6.925207756,1.581038438,0.451075619,5.18,0.63,,,,,,,,,
NVDA,2019,Semiconductors,169,4.49,3.91,4.63,3.62,12068512400,3,1,NVIDIA CORPORATION,1.01,0.58,14.83375959,1.702928256,0.698134722,5.18,1.01,,,,,,,,,
NVDA,2019,Semiconductors,170,4.53,4.58,4.84,4.33,9443064240,4,1,NVIDIA CORPORATION,0.51,-0.05,-1.091703057,1.710187816,0.412109651,5.18,0.63,,,,,,,,,
NVDA,2019,Semiconductors,173,4.22,4.31,4.47,3.88,8418745800,7,1,NVIDIA CORPORATION,0.59,-0.09,-2.088167053,1.652497402,0.463734016,5.18,0.63,,,,,,,,,
NVDA,2019,Semiconductors,174,4.19,4.23,4.34,3.68,9549371120,8,1,NVIDIA CORPORATION,0.66,-0.04,-0.945626478,1.646733697,0.506817602,5.18,0.66,,,,,,,,,
NVDA,2019,Semiconductors,175,4.35,4.11,4.71,4.08,6407469920,9,1,NVIDIA CORPORATION,0.63,0.24,5.839416058,1.677096561,0.488580015,5.18,0.63,,,,,,,,,
NVDA,2019,Semiconductors,176,5.03,4.38,5.22,4.25,7795234400,10,1,NVIDIA CORPORATION,0.97,0.65,14.84018265,1.796747011,0.678033543,5.18,0.97,,,,,,,,,
NVDA,2019,Semiconductors,177,5.42,4.99,5.54,4.96,7330893840,11,1,NVIDIA CORPORATION,0.58,0.43,8.617234469,1.859418118,0.457424847,5.42,0.63,,,,,,,,,
NVDA,2019,Semiconductors,178,5.88,5.41,6.05,5.01,6532777160,12,1,NVIDIA CORPORATION,1.04,0.47,8.687615527,1.928618652,0.712949808,5.88,1.04,,,,,,,,,
NVDA,2020,Semiconductors,179,5.91,5.97,6.49,5.78,6088614680,1,1,NVIDIA CORPORATION,0.71,-0.06,-1.005025126,1.932969638,0.536493371,5.91,0.71,,,,,,,,,
NVDA,2020,Semiconductors,180,6.75,5.89,7.91,5.89,11837657800,2,1,NVIDIA CORPORATION,2.02,0.86,14.60101868,2.047692843,1.105256831,6.75,2.02,,,,,,,,,
NVDA,2020,Semiconductors,181,6.59,6.92,7.12,4.52,15754764320,3,1,NVIDIA CORPORATION,2.6,-0.33,-4.768786127,2.026831591,1.280933845,6.59,2.6,,,,,,,,,
NVDA,2020,Semiconductors,182,7.31,6.39,7.61,5.96,11219064520,4,1,NVIDIA CORPORATION,1.65,0.92,14.39749609,2.117459609,0.97455964,7.31,1.65,,,,,,,,,
NVDA,2020,Semiconductors,184,9.5,8.83,9.64,8.66,9673047640,6,1,NVIDIA CORPORATION,0.98,0.67,7.587768969,2.351375257,0.683096845,9.5,0.98,,,,,,,,,
NVDA,2020,Semiconductors,185,10.61,9.52,10.79,9.41,8056391720,7,1,NVIDIA CORPORATION,1.38,1.09,11.44957983,2.451866796,0.867100488,10.61,1.38,,,,,,,,,
NVDA,2020,Semiconductors,187,13.53,13.48,14.73,11.7,15760151200,9,1,NVIDIA CORPORATION,3.03,0.05,0.370919881,2.676215478,1.393766376,13.53,3.03,,,,,,,,,
NVDA,2020,Semiconductors,188,12.53,13.76,14.35,12.3,7965706600,10,1,NVIDIA CORPORATION,2.05,-1.23,-8.938953488,2.604909442,1.115141591,12.53,2.05,,,,,,,,,
NVDA,2020,Semiconductors,189,13.4,12.66,14.69,12.4,7485244040,11,1,NVIDIA CORPORATION,2.29,0.74,5.845181675,2.667228207,1.190887565,13.4,2.29,,,,,,,,,
